Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,56.0,1121.0,0.0,"(70, 120)",[]
0,2,51.0,1025.0,0.0,"(204, 295)",[]
0,3,50.0,1013.0,0.0,"(139, 262)",[]
0,4,51.0,1038.0,0.0,"(114, 233)",[]
0,5,51.0,1028.0,0.0,"(52, 187)",[]
0,6,52.0,1051.0,0.0,"(61, 61)",[]
0,7,53.0,1069.0,0.0,"(105, 189)",[]
0,8,53.0,1067.0,0.0,"(146, 220)",[]
0,9,54.0,1084.0,0.0,"(25, 198)",[]
1,1,52.0,1141.0,47.29999999999998,"(70, 120)",[]
1,2,51.0,940.0,44.900000000000006,"(204, 295)",[]
1,3,51.0,1042.0,54.977729999999994,"(139, 262)",[]
1,4,54.0,1061.0,52.72532999999999,"(114, 233)",[]
1,5,51.0,1054.0,55.58676508661233,"(52, 187)",[]
1,6,56.0,1075.0,35.100000000000016,"(61, 61)",[]
1,7,53.0,1090.0,55.05188,"(105, 189)",[]
1,8,53.0,1099.0,57.183501655278036,"(146, 220)",[]
1,9,54.0,986.0,41.0,"(25, 198)",[]
2,1,51.0,1048.0,59.1155957,"(193, 213)",[]
2,2,50.0,940.0,59.657350401225166,"(78, 228)",[]
2,3,50.0,888.0,71.10336952014923,"(144, 147)",[]
2,4,53.0,907.0,68.7427676792949,"(135, 167)",[]
2,5,50.0,802.0,53.18824788519059,"(197, 155)",[]
2,6,55.0,1099.0,67.65535330000002,"(200, 282)",[]
2,7,52.0,883.0,60.32809282184443,"(183, 163)",[]
2,8,52.0,903.0,74.54771143254935,"(111, 256)",[]
2,9,53.0,1003.0,53.33125,"(116, 238)",[]
3,1,52.0,1072.0,79.18259420562019,"(83, 240)",[]
3,2,51.0,964.0,65.33851401603559,"(72, 219)",[]
3,3,49.0,853.0,61.735148921048385,"(193, 276)",[]
3,4,56.0,929.0,61.08005154650303,"(90, 199)",[]
3,5,44.0,823.0,48.531773519633404,"(62, 161)",[]
3,6,54.0,1058.0,66.43843241712871,"(198, 225)",[]
3,7,51.0,908.0,48.12966497529109,"(90, 91)",[]
3,8,51.0,935.0,67.02990702129426,"(60, 216)",[]
3,9,52.0,1028.0,70.65218570195312,"(152, 273)",[]
4,1,56.0,1095.0,83.77535717504438,"(192, 278)",[]
4,2,49.0,994.0,74.15791515507036,"(111, 191)",[]
4,3,43.0,789.0,57.33132238739279,"(119, 150)",[]
4,4,55.0,951.0,52.311138525292634,"(118, 188)",[]
4,5,43.0,843.0,56.9385760944832,"(122, 87)",[]
4,6,50.0,1080.0,79.60156433597514,"(201, 269)",[]
4,7,50.0,941.0,51.109387003011456,"(157, 158)",[]
4,8,50.0,957.0,74.37471760322903,"(116, 240)",[]
4,9,51.0,960.0,73.198692994106,"(127, 232)",[]
5,1,60.0,1127.0,84.40951407731501,"(91, 217)",[]
5,2,43.0,962.0,78.5302233775501,"(137, 146)",[]
5,3,42.0,814.0,54.77865687134025,"(118, 200)",[]
5,4,52.0,977.0,50.121214244007135,"(145, 259)",[]
5,5,42.0,866.0,69.88008084357405,"(74, 201)",[]
5,6,51.0,1005.0,85.36234062516218,"(65, 210)",[]
5,7,49.0,961.0,67.53319116336439,"(239, 295)",[]
5,8,54.0,983.0,80.23050999081866,"(50, 150)",[]
5,9,50.0,994.0,75.22324201123766,"(138, 179)",[]
