Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,51.0,1032.0,0.0,"(np.int64(172), np.int64(213))",[]
0,2,54.0,1098.0,0.0,"(np.int64(102), np.int64(178))",[]
0,3,52.0,1041.0,0.0,"(np.int64(137), np.int64(270))",[]
0,4,51.0,1029.0,0.0,"(np.int64(235), np.int64(281))",[]
0,5,52.0,1046.0,0.0,"(np.int64(133), np.int64(148))",[]
0,6,54.0,1083.0,0.0,"(np.int64(114), np.int64(226))",[]
0,7,52.0,1042.0,0.0,"(np.int64(143), np.int64(172))",[]
0,8,49.0,986.0,0.0,"(np.int64(226), np.int64(295))",[]
0,9,52.0,1047.0,0.0,"(np.int64(133), np.int64(179))",[]
1,1,46.0,1061.0,47.65987999999999,"(np.int64(172), np.int64(213))",[]
1,2,54.0,1130.0,53.708,"(np.int64(102), np.int64(178))",[]
1,3,52.0,1069.0,49.40272,"(np.int64(137), np.int64(270))",[]
1,4,51.0,1054.0,51.73251999999998,"(np.int64(235), np.int64(281))",[]
1,5,52.0,1071.0,53.55748000000001,"(np.int64(133), np.int64(148))",[]
1,6,54.0,1051.0,46.0,"(np.int64(114), np.int64(226))",[]
1,7,52.0,1070.0,56.45462914637786,"(np.int64(143), np.int64(172))",[]
1,8,53.0,1011.0,50.72957000000001,"(np.int64(226), np.int64(295))",[]
1,9,52.0,1085.0,51.73252,"(np.int64(133), np.int64(179))",[]
2,1,42.0,1091.0,75.78712561682684,"(np.int64(131), np.int64(138))",[]
2,2,58.0,1154.0,86.88999376400758,"(np.int64(178), np.int64(253))",[]
2,3,51.0,1096.0,78.41178443200435,"(np.int64(182), np.int64(264))",[]
2,4,50.0,1077.0,68.05968509204091,"(np.int64(102), np.int64(51))",[]
2,5,51.0,1106.0,74.58240015719291,"(np.int64(234), np.int64(292))",[]
2,6,53.0,1083.0,76.44751225920321,"(np.int64(178), np.int64(248))",[]
2,7,51.0,1099.0,78.99733808792499,"(np.int64(142), np.int64(255))",[]
2,8,52.0,1046.0,66.0854390707942,"(np.int64(22), np.int64(194))",[]
2,9,50.0,989.0,62.10443200644091,"(np.int64(35), np.int64(156))",[]
