Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,53.0,1069.0,0.0,"(196, 255)","[[(148, 108), 9], [(76, 160), 10], [(148, 108), 11], [(127, 119), 13], [(193, 266), 17], [(57, 128), 19], [(118, 86), 20], [(121, 183), 21], [(118, 148), 22], [(87, 119), 23], [(240, 289), 24], [(158, 277), 25], [(193, 266), 26], [(142, 257), 27], [(29, 177), 28], [(193, 266), 29], [(76, 160), 30], [(142, 257), 31], [(193, 266), 33], [(121, 183), 34], [(193, 266), 38], [(219, 264), 39], [(51, 199), 40]]"
0,2,48.0,965.0,0.0,"(123, 100)","[[(100, 171), 6], [(127, 119), 12], [(133, 226), 13], [(76, 160), 16], [(118, 148), 20], [(158, 277), 21], [(76, 160), 22], [(158, 277), 25], [(87, 119), 26], [(193, 266), 28], [(133, 226), 30], [(171, 230), 31], [(193, 266), 33], [(240, 289), 35], [(133, 226), 36], [(133, 226), 37], [(57, 128), 39], [(87, 119), 40], [(106, 228), 41], [(100, 171), 42], [(171, 230), 43], [(148, 108), 44], [(57, 128), 45], [(171, 230), 46], [(106, 228), 48], [(174, 154), 49], [(65, 97), 50], [(174, 154), 51], [(141, 141), 52], [(171, 230), 53], [(57, 128), 54], [(87, 119), 55], [(174, 154), 56], [(193, 266), 57], [(76, 204), 59], [(100, 171), 60], [(171, 230), 62], [(106, 228), 63], [(133, 226), 65], [(57, 128), 66]]"
0,3,44.0,899.0,0.0,"(238, 268)","[[(171, 230), 8]]"
0,4,54.0,1086.0,0.0,"(112, 193)","[[(148, 108), 8], [(133, 226), 10], [(29, 177), 12], [(158, 203), 15], [(87, 119), 16], [(87, 119), 17], [(158, 203), 20], [(133, 226), 21], [(174, 154), 22], [(121, 183), 23], [(142, 257), 24], [(133, 226), 26], [(133, 226), 27], [(133, 226), 28], [(148, 108), 29], [(76, 160), 30], [(87, 119), 31]]"
0,5,52.0,1040.0,0.0,"(129, 237)","[[(127, 119), 6], [(148, 108), 10], [(76, 160), 11], [(100, 171), 12], [(133, 226), 14], [(118, 148), 16], [(158, 277), 17], [(51, 199), 18], [(57, 128), 19], [(142, 257), 20], [(158, 277), 21], [(174, 154), 23], [(171, 230), 24], [(106, 228), 25], [(51, 199), 26], [(142, 257), 27], [(133, 226), 28], [(133, 226), 29], [(106, 228), 30], [(193, 266), 32], [(100, 171), 33], [(141, 141), 34], [(57, 128), 35], [(51, 199), 36]]"
0,6,49.0,994.0,0.0,"(88, 151)","[[(100, 171), 8], [(148, 108), 12], [(127, 119), 14], [(76, 160), 18], [(174, 154), 23], [(51, 199), 24], [(51, 199), 25], [(127, 119), 26], [(106, 228), 27], [(240, 289), 28], [(174, 154), 29], [(142, 257), 31], [(29, 177), 32]]"
0,7,52.0,1054.0,0.0,"(98, 95)","[[(171, 230), 7], [(240, 289), 9], [(118, 148), 10], [(100, 171), 11], [(29, 177), 13], [(148, 108), 15], [(240, 289), 16], [(133, 226), 18], [(118, 148), 20], [(76, 160), 21], [(171, 230), 22], [(193, 266), 23], [(193, 266), 25], [(133, 226), 26], [(121, 183), 27], [(133, 226), 28], [(100, 171), 29], [(148, 108), 30], [(127, 119), 31], [(240, 289), 32], [(121, 183), 33], [(109, 204), 34], [(100, 171), 36], [(65, 97), 37], [(106, 228), 38], [(29, 177), 39], [(141, 141), 43], [(51, 199), 45], [(174, 154), 47], [(51, 199), 49], [(219, 264), 52], [(174, 154), 53], [(87, 119), 56], [(76, 204), 57], [(141, 141), 62], [(51, 199), 63], [(76, 204), 65], [(174, 154), 68], [(87, 119), 70], [(141, 141), 72], [(201, 240), 73], [(148, 108), 74]]"
0,8,49.0,999.0,0.0,"(133, 186)","[[(76, 160), 16], [(76, 160), 17], [(240, 289), 19], [(174, 154), 24], [(133, 226), 25], [(118, 148), 26], [(148, 108), 27], [(109, 204), 28], [(148, 108), 29], [(201, 240), 30], [(120, 251), 31]]"
0,9,52.0,1058.0,0.0,"(172, 121)","[[(118, 148), 13], [(118, 148), 15], [(171, 230), 16], [(57, 128), 17], [(57, 128), 18], [(87, 119), 19], [(133, 226), 20], [(133, 226), 21], [(87, 119), 22], [(100, 171), 23], [(240, 289), 26], [(76, 160), 27], [(76, 160), 28], [(158, 277), 29], [(72, 51), 30], [(65, 97), 31], [(51, 199), 32]]"
1,1,52.0,1108.0,54.457,"(196, 255)","[[(148, 108), 9], [(76, 160), 10], [(148, 108), 11], [(127, 119), 13], [(193, 266), 17], [(57, 128), 19], [(118, 86), 20], [(121, 183), 21], [(118, 148), 22], [(87, 119), 23], [(240, 289), 24], [(158, 277), 25], [(193, 266), 26], [(142, 257), 27], [(29, 177), 28], [(193, 266), 29], [(76, 160), 30], [(142, 257), 31], [(193, 266), 33], [(121, 183), 34], [(193, 266), 38], [(219, 264), 39], [(51, 199), 40]]"
