Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,51.0,1030.0,0.0,"(136, 114)",[]
0,2,50.0,1009.0,0.0,"(52, 115)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
0,3,49.0,982.0,0.0,"(190, 146)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
0,4,51.0,1034.0,0.0,"(92, 51)",[]
0,5,50.0,1016.0,0.0,"(68, 119)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
0,6,54.0,1089.0,0.0,"(89, 173)",[]
0,7,53.0,1061.0,0.0,"(35, 172)","[[(154, 230), 25], [(154, 230), 26]]"
0,8,53.0,1070.0,0.0,"(73, 38)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
0,9,52.0,1045.0,0.0,"(111, 240)",[]
1,1,51.0,1060.0,50.34112,"(136, 114)",[]
1,2,50.0,1035.0,47.7,"(52, 115)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
1,3,49.0,1009.0,34.900000000000006,"(190, 146)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
1,4,51.0,1066.0,49.099999999999994,"(92, 51)",[]
1,5,47.0,1046.0,51.732519999999994,"(68, 119)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
1,6,51.0,1004.0,48.89999999999999,"(89, 173)",[]
1,7,53.0,1094.0,53.02877000000001,"(35, 172)","[[(154, 230), 25], [(154, 230), 26]]"
1,8,53.0,1101.0,45.39999999999999,"(73, 38)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
1,9,52.0,1068.0,52.039080000000006,"(111, 240)",[]
2,1,50.0,1096.0,79.05899962500402,"(185, 267)",[]
2,2,45.0,1068.0,64.0410757,"(197, 125)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
2,3,53.0,1047.0,69.55806129999999,"(178, 240)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
2,4,52.0,1045.0,72.7439053,"(94, 238)",[]
2,5,46.0,947.0,78.0110501888409,"(130, 173)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
2,6,50.0,916.0,66.6124773,"(156, 236)",[]
2,7,52.0,1136.0,73.75081204106205,"(35, 165)","[[(154, 230), 25], [(154, 230), 26]]"
2,8,52.0,1127.0,78.3520320416109,"(81, 34)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
2,9,52.0,1098.0,78.95079044054778,"(140, 222)",[]
3,1,52.0,1137.0,88.20040526072613,"(87, 79)",[]
3,2,49.0,1105.0,90.3887118288547,"(161, 139)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
3,3,57.0,968.0,75.6931408235066,"(238, 272)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
3,4,59.0,1067.0,81.3864972390118,"(77, 231)",[]
3,5,45.0,970.0,84.30501504838,"(154, 264)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
3,6,49.0,943.0,62.726353275056766,"(141, 120)",[]
3,7,56.0,1170.0,86.13007189252433,"(140, 133)","[[(154, 230), 25], [(154, 230), 26]]"
3,8,51.0,1153.0,90.10990918693105,"(79, 221)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
3,9,56.0,1125.0,89.16411337761171,"(135, 121)",[]
4,1,56.0,826.0,80.71391858999584,"(105, 254)",[]
4,2,55.0,1122.0,93.67107246058019,"(146, 187)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
4,3,56.0,990.0,65.49611810537492,"(229, 256)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
4,4,58.0,1067.0,74.60131553243824,"(102, 107)",[]
4,5,53.0,999.0,88.18958315639063,"(158, 250)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
4,6,46.0,966.0,74.08515602188274,"(150, 267)",[]
4,7,60.0,1199.0,92.77046641071249,"(224, 283)","[[(154, 230), 25], [(154, 230), 26]]"
4,8,58.0,1081.0,92.09945503323895,"(199, 283)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
4,9,56.0,868.0,73.74781354935348,"(20, 202)",[]
5,1,59.0,855.0,35.19974301299709,"(80, 117)",[]
5,2,59.0,1148.0,84.28809422670331,"(151, 179)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
5,3,55.0,931.0,56.920459970732566,"(62, 116)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
5,4,56.0,1102.0,75.92891822014732,"(214, 273)",[]
5,5,57.0,1023.0,82.44530176558756,"(71, 201)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
5,6,50.0,994.0,84.1496123468437,"(69, 221)",[]
5,7,64.0,1231.0,89.89102514464919,"(156, 149)","[[(154, 230), 25], [(154, 230), 26]]"
5,8,57.0,987.0,77.03629744602699,"(102, 211)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
5,9,57.0,837.0,38.72346948454742,"(89, 240)",[]
6,1,59.0,720.0,47.659879999999994,"(83, 65)",[]
6,2,58.0,1058.0,79.49784296677205,"(137, 131)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
6,3,54.0,903.0,48.9652530129179,"(165, 219)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
6,4,60.0,1136.0,80.33899694506547,"(179, 117)",[]
6,5,57.0,1054.0,76.73722789121395,"(94, 118)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
6,6,59.0,1031.0,83.68982332220193,"(165, 169)",[]
6,7,66.0,1266.0,87.40264330108995,"(72, 125)","[[(154, 230), 25], [(154, 230), 26]]"
6,8,56.0,1020.0,68.69166164469861,"(68, 220)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
6,9,56.0,722.0,47.66501507299733,"(58, 232)",[]
7,1,58.0,575.0,47.57997,"(81, 159)",[]
7,2,57.0,1092.0,56.04592556841882,"(193, 215)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
7,3,53.0,924.0,44.47567710904252,"(85, 169)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
7,4,64.0,1178.0,80.66328383406143,"(129, 126)",[]
7,5,53.0,1087.0,75.54209802391631,"(65, 175)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
7,6,57.0,931.0,60.29082706977186,"(109, 263)",[]
7,7,70.0,1297.0,88.17724789283959,"(124, 254)","[[(154, 230), 25], [(154, 230), 26]]"
7,8,55.0,1048.0,72.16863251949854,"(50, 207)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
7,9,55.0,578.0,50.0,"(117, 217)",[]
8,1,55.0,458.0,44.5,"(216, 263)",[]
8,2,54.0,1121.0,69.43673570884438,"(167, 159)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
8,3,52.0,852.0,46.23297397632976,"(165, 118)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
8,4,62.0,1116.0,66.24900452864297,"(101, 258)",[]
8,5,57.0,1122.0,84.77886956441304,"(182, 238)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
8,6,55.0,879.0,47.662738825907,"(121, 240)",[]
8,7,72.0,1324.0,79.45856390915495,"(110, 262)","[[(154, 230), 25], [(154, 230), 26]]"
8,8,54.0,1074.0,75.87264563219749,"(122, 263)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
8,9,52.0,473.0,45.5,"(183, 284)",[]
9,1,55.0,375.0,35.1,"(100, 208)",[]
9,2,53.0,1083.0,76.13883114594287,"(175, 162)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
9,3,55.0,873.0,28.263081783430827,"(64, 78)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
9,4,61.0,1136.0,69.40122016542954,"(161, 142)",[]
9,5,56.0,1141.0,77.342888727353,"(82, 27)","[[(154, 230), 24], [(95, 180), 26], [(95, 180), 28]]"
9,6,50.0,903.0,45.0639171781349,"(142, 256)",[]
9,7,76.0,1353.0,80.11035085218367,"(175, 141)","[[(154, 230), 25], [(154, 230), 26]]"
9,8,58.0,1106.0,83.54066379172644,"(162, 289)","[[(166, 272), 32], [(166, 272), 34], [(218, 263), 36], [(166, 272), 41], [(218, 263), 46]]"
9,9,50.0,399.0,37.400000000000006,"(181, 139)",[]
10,1,54.0,310.0,28.299999999999997,"(117, 161)",[]
10,2,57.0,1105.0,84.25574305993665,"(176, 138)","[[(59, 207), 15], [(59, 207), 17], [(154, 230), 19], [(154, 230), 20], [(95, 180), 21], [(166, 272), 31], [(166, 272), 32], [(206, 284), 33], [(160, 188), 34], [(59, 207), 35], [(206, 284), 36]]"
10,3,54.0,894.0,35.184157248401576,"(197, 286)","[[(154, 230), 24], [(154, 230), 25], [(154, 230), 27], [(95, 180), 32], [(154, 230), 34], [(95, 180), 35], [(166, 272), 47], [(95, 180), 49], [(218, 263), 50], [(95, 180), 53], [(218, 263), 55], [(95, 180), 65], [(218, 263), 70]]"
10,4,63.0,1175.0,66.19522746335048,"(217, 240)",[]
