Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,52.0,1041.0,0.0,"(221, 289)","[[(91, 142), 12], [(91, 142), 14], [(129, 244), 21], [(70, 166), 28], [(129, 244), 33], [(45, 207), 40], [(45, 207), 41], [(214, 261), 43], [(214, 261), 44], [(91, 142), 45], [(122, 125), 47], [(180, 233), 50], [(70, 166), 51], [(35, 164), 52], [(145, 131), 53], [(96, 229), 54], [(180, 233), 55], [(91, 142), 56], [(82, 107), 57], [(180, 233), 58], [(129, 244), 59], [(96, 229), 60], [(166, 269), 61], [(70, 166), 62], [(158, 193), 63], [(82, 107), 64]]"
0,2,46.0,930.0,0.0,"(170, 102)",[]
0,3,52.0,1055.0,0.0,"(172, 240)","[[(70, 166), 11], [(70, 166), 19], [(70, 166), 22]]"
0,4,57.0,1141.0,0.0,"(212, 255)","[[(91, 142), 16], [(129, 244), 18], [(129, 244), 19]]"
0,5,52.0,1046.0,0.0,"(68, 106)",[]
0,6,55.0,1107.0,0.0,"(154, 216)","[[(129, 244), 15], [(70, 166), 16], [(180, 233), 23], [(180, 233), 26], [(180, 233), 37], [(229, 268), 43], [(91, 142), 44], [(129, 244), 45], [(129, 244), 49], [(158, 193), 51], [(45, 207), 52], [(96, 229), 53], [(129, 244), 54], [(70, 166), 55], [(214, 261), 56], [(45, 207), 58], [(180, 233), 59], [(137, 204), 60], [(35, 164), 61], [(180, 233), 63], [(35, 164), 64], [(70, 166), 67], [(166, 269), 68], [(129, 244), 71], [(180, 233), 72], [(180, 302), 73], [(229, 268), 74]]"
0,7,54.0,1089.0,0.0,"(212, 242)",[]
0,8,51.0,1024.0,0.0,"(99, 98)","[[(129, 244), 11], [(129, 244), 15], [(91, 142), 22], [(180, 233), 25], [(129, 244), 27], [(91, 142), 28]]"
0,9,53.0,1064.0,0.0,"(240, 273)",[]
1,1,54.0,1078.0,56.083679999999994,"(221, 289)","[[(91, 142), 12], [(91, 142), 14], [(129, 244), 21], [(70, 166), 28], [(129, 244), 33], [(45, 207), 40], [(45, 207), 41], [(214, 261), 43], [(214, 261), 44], [(91, 142), 45], [(122, 125), 47], [(180, 233), 50], [(70, 166), 51], [(35, 164), 52], [(145, 131), 53], [(96, 229), 54], [(180, 233), 55], [(91, 142), 56], [(82, 107), 57], [(180, 233), 58], [(129, 244), 59], [(96, 229), 60], [(166, 269), 61], [(70, 166), 62], [(158, 193), 63], [(82, 107), 64]]"
1,2,45.0,962.0,36.49999999999999,"(170, 102)",[]
1,3,52.0,1090.0,52.801280000000006,"(172, 240)","[[(70, 166), 11], [(70, 166), 19], [(70, 166), 22]]"
1,4,57.0,1073.0,44.0,"(212, 255)","[[(91, 142), 16], [(129, 244), 18], [(129, 244), 19]]"
1,5,52.0,959.0,41.19999999999999,"(68, 106)",[]
1,6,51.0,1029.0,45.5,"(154, 216)","[[(129, 244), 15], [(70, 166), 16], [(180, 233), 23], [(180, 233), 26], [(180, 233), 37], [(229, 268), 43], [(91, 142), 44], [(129, 244), 45], [(129, 244), 49], [(158, 193), 51], [(45, 207), 52], [(96, 229), 53], [(129, 244), 54], [(70, 166), 55], [(214, 261), 56], [(45, 207), 58], [(180, 233), 59], [(137, 204), 60], [(35, 164), 61], [(180, 233), 63], [(35, 164), 64], [(70, 166), 67], [(166, 269), 68], [(129, 244), 71], [(180, 233), 72], [(180, 302), 73], [(229, 268), 74]]"
1,7,58.0,1130.0,46.3,"(212, 242)",[]
1,8,52.0,1055.0,48.05852999999999,"(99, 98)","[[(129, 244), 11], [(129, 244), 15], [(91, 142), 22], [(180, 233), 25], [(129, 244), 27], [(91, 142), 28]]"
1,9,53.0,1104.0,53.783170000000005,"(240, 273)",[]
2,1,50.0,1116.0,78.08729323935665,"(46, 218)","[[(91, 142), 12], [(91, 142), 14], [(129, 244), 21], [(70, 166), 28], [(129, 244), 33], [(45, 207), 40], [(45, 207), 41], [(214, 261), 43], [(214, 261), 44], [(91, 142), 45], [(122, 125), 47], [(180, 233), 50], [(70, 166), 51], [(35, 164), 52], [(145, 131), 53], [(96, 229), 54], [(180, 233), 55], [(91, 142), 56], [(82, 107), 57], [(180, 233), 58], [(129, 244), 59], [(96, 229), 60], [(166, 269), 61], [(70, 166), 62], [(158, 193), 63], [(82, 107), 64]]"
2,2,42.0,986.0,72.32433250000001,"(115, 257)",[]
2,3,56.0,1131.0,81.45414728463155,"(69, 157)","[[(70, 166), 11], [(70, 166), 19], [(70, 166), 22]]"
