Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,53.0,1061.0,0.0,"(96, 232)","[[(121, 228), 6], [(90, 200), 14], [(219, 276), 15], [(121, 228), 17]]"
0,2,50.0,1009.0,0.0,"(123, 196)","[[(67, 147), 9], [(219, 276), 13], [(131, 165), 14], [(183, 268), 17], [(183, 268), 18], [(219, 276), 19], [(131, 165), 26], [(90, 200), 30], [(101, 180), 31], [(39, 169), 34], [(166, 105), 38], [(90, 200), 41], [(101, 206), 45], [(39, 169), 46], [(67, 79), 47], [(101, 206), 48], [(85, 180), 52], [(145, 214), 53], [(39, 169), 54], [(90, 200), 55], [(101, 206), 59], [(121, 228), 65], [(145, 214), 67], [(121, 228), 68], [(164, 150), 72], [(183, 268), 74]]"
0,3,49.0,996.0,0.0,"(142, 209)","[[(67, 147), 8], [(39, 169), 13], [(121, 228), 14], [(67, 147), 17], [(219, 276), 21], [(183, 268), 28], [(39, 169), 29], [(219, 276), 31], [(219, 276), 32], [(131, 165), 37], [(219, 276), 41], [(131, 165), 43], [(216, 257), 45], [(39, 169), 54], [(183, 268), 55], [(121, 228), 56], [(216, 257), 57]]"
0,4,49.0,984.0,0.0,"(128, 98)","[[(131, 165), 7], [(131, 165), 10]]"
0,5,50.0,1004.0,0.0,"(237, 273)","[[(67, 147), 16], [(121, 228), 17], [(183, 268), 20], [(90, 200), 21], [(219, 276), 22], [(39, 169), 23], [(121, 228), 25]]"
0,6,53.0,1078.0,0.0,"(67, 140)","[[(121, 228), 8], [(121, 228), 21], [(183, 268), 24], [(183, 268), 27], [(121, 228), 28], [(219, 276), 31], [(145, 214), 33], [(39, 169), 37], [(39, 169), 38]]"
0,7,54.0,1090.0,0.0,"(149, 118)","[[(67, 147), 7], [(39, 169), 10], [(219, 276), 11], [(90, 200), 12], [(183, 268), 13], [(101, 180), 24], [(131, 165), 25], [(131, 165), 27], [(183, 268), 29], [(183, 268), 36], [(166, 105), 37], [(131, 165), 40], [(219, 276), 41], [(219, 276), 42], [(219, 276), 47]]"
0,8,49.0,988.0,0.0,"(228, 267)","[[(90, 200), 11], [(219, 276), 16], [(131, 165), 17], [(121, 228), 23], [(145, 214), 40], [(90, 200), 41], [(90, 200), 43], [(173, 210), 45], [(39, 169), 46], [(85, 180), 47]]"
0,9,51.0,1036.0,0.0,"(104, 253)","[[(67, 147), 13], [(90, 200), 16], [(131, 165), 17], [(131, 165), 19], [(121, 228), 25], [(101, 180), 33], [(101, 180), 34], [(87, 228), 45], [(216, 257), 46], [(145, 214), 47]]"
1,1,53.0,1080.0,51.80925,"(96, 232)","[[(121, 228), 6], [(90, 200), 14], [(219, 276), 15], [(121, 228), 17]]"
