Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,55.0,1103.0,0.0,"(118, 256)",[]
0,2,52.0,1047.0,0.0,"(175, 274)","[[(39, 178), 13], [(22, 199), 15], [(144, 212), 17], [(192, 232), 18], [(131, 263), 19]]"
0,3,53.0,1072.0,0.0,"(169, 270)","[[(131, 263), 16], [(107, 144), 17], [(71, 226), 24], [(144, 212), 25]]"
0,4,53.0,1077.0,0.0,"(202, 241)","[[(131, 263), 12], [(153, 260), 13], [(192, 232), 15], [(77, 143), 16], [(102, 137), 17]]"
0,5,51.0,1024.0,0.0,"(197, 284)","[[(207, 290), 17], [(60, 179), 19], [(101, 211), 24], [(150, 178), 25], [(131, 263), 26]]"
0,6,50.0,1008.0,0.0,"(196, 157)","[[(131, 263), 18], [(144, 212), 21], [(169, 307), 22], [(207, 290), 26], [(161, 137), 27]]"
0,7,59.0,1186.0,0.0,"(220, 252)","[[(169, 307), 12], [(192, 232), 13], [(77, 143), 15], [(101, 211), 33], [(150, 178), 34], [(131, 263), 36], [(45, 163), 38], [(50, 204), 41], [(77, 143), 46], [(82, 218), 47]]"
0,8,48.0,960.0,0.0,"(188, 249)","[[(39, 178), 15], [(150, 178), 17], [(161, 137), 19], [(77, 143), 24], [(161, 137), 28]]"
0,9,51.0,1022.0,0.0,"(177, 231)","[[(107, 144), 19], [(169, 307), 20], [(131, 263), 21]]"
1,1,55.0,1133.0,51.347970000000004,"(118, 256)",[]
1,2,52.0,1084.0,52.801280000000006,"(175, 274)","[[(39, 178), 13], [(22, 199), 15], [(144, 212), 17], [(192, 232), 18], [(131, 263), 19]]"
1,3,53.0,1107.0,47.978919999999995,"(169, 270)","[[(131, 263), 16], [(107, 144), 17], [(71, 226), 24], [(144, 212), 25]]"
1,4,57.0,1114.0,48.69325,"(202, 241)","[[(131, 263), 12], [(153, 260), 13], [(192, 232), 15], [(77, 143), 16], [(102, 137), 17]]"
1,5,51.0,1055.0,50.884529999999984,"(197, 284)","[[(207, 290), 17], [(60, 179), 19], [(101, 211), 24], [(150, 178), 25], [(131, 263), 26]]"
1,6,50.0,943.0,21.900000000000006,"(196, 157)","[[(131, 263), 18], [(144, 212), 21], [(169, 307), 22], [(207, 290), 26], [(161, 137), 27]]"
1,7,55.0,1227.0,52.42093,"(220, 252)","[[(169, 307), 12], [(192, 232), 13], [(77, 143), 15], [(101, 211), 33], [(150, 178), 34], [(131, 263), 36], [(45, 163), 38], [(50, 204), 41], [(77, 143), 46], [(82, 218), 47]]"
1,8,48.0,990.0,47.80000000000001,"(188, 249)","[[(39, 178), 15], [(150, 178), 17], [(161, 137), 19], [(77, 143), 24], [(161, 137), 28]]"
1,9,46.0,1055.0,50.10733000000001,"(177, 231)","[[(107, 144), 19], [(169, 307), 20], [(131, 263), 21]]"
2,1,54.0,1172.0,78.23594896161228,"(138, 277)",[]
2,2,51.0,1112.0,68.95050697976761,"(197, 161)","[[(39, 178), 13], [(22, 199), 15], [(144, 212), 17], [(192, 232), 18], [(131, 263), 19]]"
2,3,56.0,1149.0,80.29159446838139,"(140, 167)","[[(131, 263), 16], [(107, 144), 17], [(71, 226), 24], [(144, 212), 25]]"
2,4,56.0,1149.0,73.78793198952313,"(143, 144)","[[(131, 263), 12], [(153, 260), 13], [(192, 232), 15], [(77, 143), 16], [(102, 137), 17]]"
2,5,50.0,1094.0,77.69935201441827,"(83, 221)","[[(207, 290), 17], [(60, 179), 19], [(101, 211), 24], [(150, 178), 25], [(131, 263), 26]]"
