Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,53.0,1079.0,0.0,"(140, 152)",[]
0,2,55.0,1110.0,0.0,"(89, 24)",[]
0,3,50.0,1010.0,0.0,"(83, 102)",[]
0,4,52.0,1049.0,0.0,"(217, 281)",[]
0,5,47.0,955.0,0.0,"(77, 66)",[]
0,6,48.0,977.0,0.0,"(182, 270)",[]
0,7,53.0,1062.0,0.0,"(172, 132)",[]
0,8,52.0,1043.0,0.0,"(32, 180)",[]
0,9,50.0,1006.0,0.0,"(85, 195)",[]
1,1,52.0,1104.0,56.010369999999995,"(140, 152)",[]
1,2,55.0,1129.0,50.961920000000006,"(89, 24)",[]
1,3,50.0,1045.0,47.89925,"(83, 102)",[]
1,4,52.0,1088.0,57.62811963612513,"(217, 281)",[]
1,5,47.0,979.0,42.70000000000001,"(77, 66)",[]
1,6,48.0,930.0,47.39999999999998,"(182, 270)",[]
1,7,53.0,1094.0,49.32413000000001,"(172, 132)",[]
1,8,52.0,1006.0,45.0,"(32, 180)",[]
1,9,50.0,1040.0,53.74588107655701,"(85, 195)",[]
2,1,47.0,1129.0,79.60174418512074,"(46, 192)",[]
2,2,59.0,1166.0,83.26347897619966,"(143, 215)",[]
2,3,49.0,1065.0,72.89434931367312,"(32, 215)",[]
2,4,51.0,1126.0,75.6651433987602,"(173, 107)",[]
2,5,46.0,1006.0,75.43874019746804,"(94, 184)",[]
2,6,47.0,962.0,66.38782279999998,"(55, 138)",[]
2,7,56.0,1122.0,68.50600092362237,"(167, 207)",[]
2,8,50.0,1035.0,59.95331999999998,"(91, 26)",[]
2,9,52.0,1003.0,73.46615585570535,"(31, 173)",[]
3,1,51.0,1163.0,95.53828056745766,"(154, 231)",[]
3,2,58.0,1208.0,79.48912352658871,"(172, 247)",[]
3,3,48.0,1034.0,76.69114033438613,"(104, 30)",[]
3,4,55.0,1158.0,91.99837281336787,"(201, 283)",[]
3,5,50.0,1029.0,88.22601880376686,"(125, 130)",[]
3,6,46.0,995.0,79.68455285259341,"(82, 203)",[]
3,7,55.0,1065.0,64.4810869741005,"(201, 218)",[]
3,8,44.0,1012.0,76.22672719363705,"(97, 190)",[]
3,9,58.0,1040.0,79.66179297120657,"(60, 170)",[]
4,1,55.0,1197.0,98.17697886204257,"(82, 117)",[]
4,2,62.0,1108.0,80.86208550248806,"(158, 169)",[]
4,3,50.0,1067.0,87.90374895708523,"(154, 254)",[]
4,4,55.0,1197.0,92.17115277262869,"(177, 246)",[]
4,5,56.0,1054.0,84.63755348103844,"(168, 107)",[]
4,6,50.0,1025.0,87.62471512518923,"(150, 225)",[]
4,7,54.0,1098.0,68.63658386225967,"(185, 120)",[]
4,8,48.0,1049.0,92.79149816980222,"(145, 132)",[]
4,9,57.0,1070.0,69.02482228674455,"(114, 80)",[]
5,1,59.0,1228.0,96.36126487864621,"(113, 201)",[]
5,2,61.0,1148.0,75.9193718110206,"(132, 242)",[]
5,3,53.0,1104.0,90.39008232339074,"(32, 169)",[]
5,4,59.0,1226.0,95.73766906021912,"(118, 220)",[]
5,5,52.0,1079.0,79.8227683806312,"(164, 237)",[]
5,6,54.0,1053.0,88.74604693408355,"(95, 177)",[]
5,7,56.0,1132.0,82.11615140677695,"(96, 239)",[]
5,8,52.0,1067.0,91.89663840625079,"(109, 266)",[]
5,9,56.0,1107.0,73.91999538571541,"(172, 147)",[]
