Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,51.0,1026.0,0.0,"(101, 228)",[]
0,2,48.0,973.0,0.0,"(51, 227)",[]
0,3,51.0,1022.0,0.0,"(168, 225)",[]
0,4,56.0,1128.0,0.0,"(141, 260)",[]
0,5,49.0,991.0,0.0,"(151, 133)",[]
0,6,51.0,1033.0,0.0,"(128, 235)",[]
0,7,51.0,1035.0,0.0,"(111, 117)",[]
0,8,48.0,961.0,0.0,"(71, 73)",[]
0,9,55.0,1114.0,0.0,"(226, 260)",[]
1,1,51.0,1059.0,50.884529999999984,"(101, 228)",[]
1,2,44.0,998.0,49.19999999999999,"(51, 227)",[]
1,3,48.0,947.0,40.30000000000001,"(168, 225)",[]
1,4,56.0,1153.0,55.495520000000006,"(141, 260)",[]
1,5,49.0,1028.0,54.28910136555537,"(151, 133)",[]
1,6,51.0,1065.0,55.2,"(128, 235)",[]
1,7,51.0,1067.0,54.27993487277665,"(111, 117)",[]
1,8,48.0,990.0,37.599999999999994,"(71, 73)",[]
1,9,55.0,1151.0,45.400000000000006,"(226, 260)",[]
2,1,49.0,1097.0,75.87326310281827,"(60, 187)",[]
2,2,43.0,1025.0,76.26620319999998,"(104, 98)",[]
2,3,47.0,983.0,66.0849877,"(43, 164)",[]
2,4,54.0,1179.0,74.4456278432965,"(203, 277)",[]
2,5,45.0,955.0,74.1949105215952,"(45, 211)",[]
2,6,50.0,975.0,62.05481120000001,"(198, 147)",[]
2,7,55.0,1100.0,80.69213113931953,"(85, 212)",[]
2,8,47.0,940.0,64.1937428,"(125, 161)",[]
2,9,54.0,1181.0,71.04097280000002,"(172, 236)",[]
3,1,56.0,1132.0,92.04574471705915,"(94, 202)",[]
3,2,48.0,1052.0,93.22887479687677,"(209, 295)",[]
3,3,46.0,901.0,78.19214009134755,"(149, 249)",[]
3,4,57.0,1203.0,91.18138377484641,"(91, 121)",[]
3,5,50.0,977.0,83.23207991743591,"(111, 120)",[]
3,6,49.0,1009.0,69.62441437537454,"(90, 249)",[]
3,7,59.0,1128.0,86.40554786625682,"(259, 274)",[]
3,8,46.0,961.0,77.17823163233533,"(69, 150)",[]
3,9,55.0,1126.0,86.1733520630236,"(149, 220)",[]
4,1,60.0,1059.0,83.36766268019784,"(226, 260)",[]
4,2,52.0,1074.0,88.20776785802013,"(60, 86)",[]
4,3,45.0,927.0,77.39027110237906,"(176, 230)",[]
4,4,61.0,1222.0,89.8865466478085,"(98, 153)",[]
4,5,54.0,1001.0,81.35833448260468,"(97, 146)",[]
4,6,46.0,1033.0,78.12829430375614,"(84, 60)",[]
4,7,63.0,1145.0,84.86846664316768,"(97, 121)",[]
4,8,50.0,976.0,81.9161697976886,"(86, 46)",[]
4,9,50.0,869.0,79.81024308651212,"(21, 223)",[]
5,1,61.0,1092.0,77.24305065581328,"(79, 148)",[]
5,2,56.0,1030.0,83.82853155657818,"(70, 103)",[]
5,3,44.0,886.0,74.57283194349355,"(72, 26)",[]
5,4,70.0,1249.0,90.27932615369701,"(63, 138)",[]
5,5,53.0,1035.0,74.05250537064464,"(84, 245)",[]
5,6,48.0,1061.0,91.37704635330141,"(242, 296)",[]
5,7,62.0,1182.0,79.09432874443569,"(111, 241)",[]
5,8,49.0,1013.0,79.92058389007688,"(87, 189)",[]
5,9,49.0,899.0,65.86325616258259,"(45, 213)",[]
