Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,49.0,989.0,0.0,"(86, 182)","[[(127, 203), 30], [(88, 189), 38]]"
0,2,55.0,1116.0,0.0,"(177, 224)",[]
0,3,55.0,1100.0,0.0,"(228, 258)",[]
0,4,52.0,1048.0,0.0,"(256, 258)","[[(88, 189), 22], [(88, 189), 26], [(88, 189), 30], [(88, 189), 31]]"
0,5,52.0,1052.0,0.0,"(94, 220)","[[(151, 251), 5]]"
0,6,50.0,1001.0,0.0,"(94, 46)",[]
0,7,56.0,1130.0,0.0,"(127, 259)","[[(151, 251), 14], [(151, 251), 18], [(88, 189), 30], [(151, 251), 32], [(127, 203), 34]]"
0,8,50.0,1012.0,0.0,"(166, 162)","[[(88, 189), 21], [(88, 189), 22], [(127, 203), 23], [(127, 203), 24], [(38, 169), 29], [(77, 46), 30], [(66, 167), 31], [(38, 169), 33], [(88, 189), 42], [(66, 167), 49], [(85, 116), 50]]"
0,9,50.0,1003.0,0.0,"(172, 136)",[]
1,1,49.0,899.0,44.39999999999999,"(86, 182)","[[(127, 203), 30], [(88, 189), 38]]"
1,2,55.0,1150.0,55.40402958890999,"(177, 224)",[]
1,3,55.0,1049.0,43.400000000000006,"(228, 258)",[]
1,4,56.0,1070.0,48.900000000000006,"(256, 258)","[[(88, 189), 22], [(88, 189), 26], [(88, 189), 30], [(88, 189), 31]]"
1,5,52.0,1086.0,52.57325000000002,"(94, 220)","[[(151, 251), 5]]"
1,6,50.0,1035.0,45.19999999999999,"(94, 46)",[]
1,7,56.0,1153.0,57.03125,"(127, 259)","[[(151, 251), 14], [(151, 251), 18], [(88, 189), 30], [(151, 251), 32], [(127, 203), 34]]"
1,8,52.0,1048.0,47.29999999999998,"(166, 162)","[[(88, 189), 21], [(88, 189), 22], [(127, 203), 23], [(127, 203), 24], [(38, 169), 29], [(77, 46), 30], [(66, 167), 31], [(38, 169), 33], [(88, 189), 42], [(66, 167), 49], [(85, 116), 50]]"
1,9,53.0,1028.0,47.978919999999995,"(172, 136)",[]
2,1,48.0,862.0,51.486580799999984,"(56, 168)","[[(127, 203), 30], [(88, 189), 38]]"
2,2,54.0,846.0,74.29683656046033,"(22, 190)",[]
2,3,51.0,1071.0,68.91150280000001,"(159, 232)",[]
2,4,50.0,1088.0,69.7415773,"(80, 221)","[[(88, 189), 22], [(88, 189), 26], [(88, 189), 30], [(88, 189), 31]]"
2,5,51.0,1119.0,79.74989132012314,"(154, 233)","[[(151, 251), 5]]"
2,6,49.0,996.0,72.43535519999999,"(170, 268)",[]
2,7,55.0,916.0,78.79397106445312,"(36, 211)","[[(151, 251), 14], [(151, 251), 18], [(88, 189), 30], [(151, 251), 32], [(127, 203), 34]]"
2,8,51.0,1081.0,68.49547969999999,"(157, 266)","[[(88, 189), 21], [(88, 189), 22], [(127, 203), 23], [(127, 203), 24], [(38, 169), 29], [(77, 46), 30], [(66, 167), 31], [(38, 169), 33], [(88, 189), 42], [(66, 167), 49], [(85, 116), 50]]"
2,9,48.0,1046.0,65.68038680038138,"(168, 135)",[]
