Step,AgentID,Manpower,flocks,surplus,position,enclosures
0,1,50.0,1014.0,0.0,"(90, 239)",[]
0,2,56.0,1128.0,0.0,"(158, 177)",[]
0,3,51.0,1026.0,0.0,"(90, 86)",[]
0,4,54.0,1085.0,0.0,"(84, 113)",[]
0,5,54.0,1094.0,0.0,"(121, 193)",[]
0,6,54.0,1099.0,0.0,"(209, 292)",[]
0,7,52.0,1044.0,0.0,"(29, 170)",[]
0,8,53.0,1066.0,0.0,"(88, 30)",[]
0,9,53.0,1072.0,0.0,"(141, 240)",[]
1,1,54.0,973.0,45.599999999999994,"(90, 239)",[]
1,2,56.0,1156.0,49.24547999999999,"(158, 177)",[]
1,3,51.0,1054.0,47.29999999999998,"(90, 86)",[]
1,4,54.0,1115.0,49.24548,"(84, 113)",[]
1,5,57.0,1136.0,51.34796999999999,"(121, 193)",[]
1,6,53.0,1039.0,49.402719999999995,"(209, 292)",[]
1,7,52.0,1013.0,42.79999999999998,"(29, 170)",[]
1,8,50.0,1092.0,49.10000000000001,"(88, 30)",[]
1,9,49.0,1106.0,57.68132,"(141, 240)",[]
2,1,55.0,999.0,60.52563079999999,"(109, 248)",[]
2,2,55.0,1049.0,63.15999577956732,"(74, 95)",[]
2,3,50.0,864.0,62.37476370000001,"(103, 75)",[]
2,4,48.0,1002.0,68.09672005796732,"(60, 183)",[]
2,5,56.0,1167.0,77.65950658301226,"(145, 249)",[]
2,6,55.0,933.0,62.423595452804356,"(135, 274)",[]
2,7,51.0,1032.0,67.5227152,"(99, 207)",[]
2,8,49.0,1092.0,76.22818130000002,"(116, 263)",[]
2,9,57.0,1106.0,84.95284803609466,"(175, 297)",[]
3,1,55.0,953.0,52.16750426860925,"(160, 187)",[]
3,2,54.0,974.0,67.55558170109327,"(77, 172)",[]
3,3,49.0,843.0,54.80126034432067,"(86, 222)",[]
3,4,50.0,1040.0,81.06975519786596,"(142, 286)",[]
3,5,58.0,1208.0,82.5477722764092,"(119, 255)",[]
3,6,54.0,967.0,61.751694679858595,"(107, 217)",[]
3,7,48.0,1059.0,79.17714550676595,"(195, 224)",[]
3,8,53.0,1024.0,83.42607838672266,"(78, 53)",[]
3,9,65.0,1136.0,82.55027314708734,"(95, 43)",[]
4,1,54.0,977.0,53.19317581654884,"(178, 140)",[]
4,2,53.0,1006.0,60.36475016137398,"(89, 235)",[]
4,3,44.0,866.0,53.903979266619345,"(157, 109)",[]
4,4,54.0,1075.0,87.85053015950211,"(43, 183)",[]
4,5,64.0,1250.0,92.45399984549337,"(85, 215)",[]
4,6,53.0,997.0,66.9297047868617,"(44, 168)",[]
4,7,48.0,1084.0,91.41982179299681,"(118, 113)",[]
4,8,55.0,1049.0,80.69326208530258,"(258, 297)",[]
4,9,64.0,1167.0,76.44181367014437,"(129, 191)",[]
5,1,49.0,1014.0,64.00466962060915,"(110, 100)",[]
5,2,51.0,1039.0,68.89622919236415,"(195, 282)",[]
5,3,43.0,812.0,56.69186460960482,"(190, 140)",[]
5,4,53.0,1009.0,75.42037386357411,"(180, 211)",[]
5,5,68.0,1289.0,85.10130488248754,"(94, 64)",[]
5,6,52.0,1019.0,74.6163774885773,"(47, 156)",[]
5,7,54.0,1052.0,87.98636531261388,"(163, 184)",[]
5,8,56.0,1086.0,80.9319788486855,"(41, 194)",[]
5,9,63.0,1195.0,75.81307946609265,"(108, 216)",[]
